segment,region,company_name,website,email,phone,target_title,source_url,notes,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,extra_col_24,extra_col_25,extra_col_26,extra_col_27,extra_col_28,extra_col_29,extra_col_30,extra_col_31,extra_col_32,extra_col_33,extra_col_34,extra_col_35,extra_col_36,extra_col_37,extra_col_38,extra_col_39,extra_col_40,extra_col_41,business_category,business_type,business_group
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Chief Executive Officer,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Director of Events,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Head of Sales,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Business Development Director,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Managing Director,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Michigan Event Management Company - Event Solutions,https://eventsolutions.com/locations/michigan/,,1.800.366.0603,Founder,https://eventsolutions.com/locations/michigan,Phone number found on website. No direct email address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Event Planner,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Chief Executive Officer,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Director of Events,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Head of Sales,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Business Development Director,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Managing Director,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Orchestrated Events,https://orchestratedevent.com/,,219-252-4587,Founder,https://orchestratedevent.com/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Chief Executive Officer,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Director of Events,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Head of Sales,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Business Development Director,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Managing Director,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Texas,Vivid Seats,https://builtin.com/company/vivid-seats,,9414734085,Founder,/home/ubuntu/builtin_texas_event_companies.md,Extracted from public website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Event Planner,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Chief Executive Officer,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Director of Events,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Head of Sales,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Business Development Director,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Managing Director,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Midwest,Anticipation Events,https://anticipationevents.com/,,,Founder,https://anticipationevents.com/contact/,Phone number found on website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Chief Executive Officer,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Director of Events,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Head of Sales,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Business Development Director,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Managing Director,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![Featured photo from Planned to Perfection of the Bluegrass,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"",,,Founder,"https://img.partyslate.com/companies-cover-image/46706/image-9f7ca274-811f-446c-b4fe-4bb4214f8154.png """"","City: , State: Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Chief Executive Officer,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Director of Events,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Head of Sales,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Business Development Director,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Managing Director,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,![The Conflict Chick LLC,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,,,Founder,https://www.blackdirectory.com/pictures/profile/pimage-464314-361-photo.png,"City: , State: Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Chief Executive Officer,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Director of Events,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Head of Sales,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Business Development Director,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Managing Director,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
Event companies,Southeast,Model Imaging by Lenora,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,,,Founder,https://www.eventective.com/new-orleans-la/model-imaging-by-lenora-591167.html,"City: , State: Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Events,Event Company,Event Services Company
